Date,Open,High,Low,Close,Volume,Adj Close
7/14/2011,1317.73,1326.88,1306.51,1308.86,435.85,1308.86
7/15/2011,1308.86,1317.69,1307.52,1316.14,424.27,1316.14
7/18/2011,1315.93,1315.93,1295.92,1305.43,411.81,1305.43
7/19/2011,1307.06,1328.14,1307.06,1326.72,430.46,1326.72
7/20/2011,1328.66,1330.43,1323.65,1325.83,376.74,1325.83
7/21/2011,1325.65,1347,1325.65,1343.8,483.74,1343.8
7/22/2011,1343.8,1346.09,1336.94,1345.02,352.28,1345.02
7/25/2011,1344.31,1344.31,1331.08,1337.43,353.68,1337.43
7/26/2011,1337.39,1338.51,1329.58,1331.93,400.7,1331.93
7/27/2011,1331.91,1331.91,1303.48,1304.89,347.9,1304.89
7/28/2011,1304.83,1316.31,1299.16,1300.67,495.18,1300.67
7/29/2011,1300.11,1304.16,1282.85,1292.28,506.11,1292.28
8/1/2011,1292.58,1307.38,1274.72,1286.93,496.73,1286.93
8/2/2011,1286.56,1286.56,1254.03,1254.05,520.62,1254.05
8/3/2011,1254.25,1261.19,1234.56,1260.33,644.69,1260.33
8/4/2011,1260.22,1260.22,1199.54,1200.06,426.65,1200.06
8/5/2011,1200.28,1218.1,1168.08,1199.38,545.45,1199.38
8/8/2011,1198.47,1198.47,1119.28,1119.45,261.51,1119.45
8/9/2011,1120.22,1172.88,1101.54,1172.53,236.66,1172.53
8/10/2011,1171.77,1171.77,1118.01,1120.76,501.8,1120.76
8/11/2011,1121.3,1186.29,1121.3,1172.64,368.5,1172.64
8/12/2011,1172.86,1189.04,1170.73,1178.81,564.03,1178.81
8/15/2011,1178.85,1204.48,1178.85,1204.48,427.28,1204.48
8/16/2011,1204.21,1204.21,1180.53,1192.76,507.16,1192.76
8/17/2011,1192.89,1208.46,1184.35,1193.89,438.83,1193.89
8/18/2011,1189.61,1189.61,1131.03,1140.65,323.48,1140.65
8/19/2011,1140.46,1154.54,1122.05,1123.53,516.75,1123.53
8/22/2011,1123.55,1145.48,1121.08,1123.81,543.62,1123.81
8/23/2011,1124.35,1162.34,1124.35,1162.34,501.31,1162.34
8/24/2011,1162.16,1178.56,1156.3,1177.59,531.53,1177.59
8/25/2011,1176.68,1190.68,1155.46,1159.27,574.84,1159.27
8/26/2011,1158.84,1181.22,1135.91,1176.8,503.53,1176.8
8/29/2011,1177.91,1210.28,1177.91,1210.07,422.8,1210.07
8/30/2011,1209.76,1220.09,1195.77,1212.92,457.25,1212.92
8/31/2011,1213,1230.7,1209.34,1218.89,526.78,1218.89
9/1/2011,1219.11,1229.29,1203.84,1204.42,478.04,1204.42
9/2/2011,1203.9,1203.9,1170.56,1173.96,440.17,1173.96
9/6/2011,1173.96,1173.96,1140.13,1165.23,510.39,1165.23
9/7/2011,1165.84,1198.61,1165.84,1198.61,444.1,1198.61
9/8/2011,1197.97,1204.4,1183.33,1185.9,446.51,1185.9
9/9/2011,1185.36,1185.36,1148.36,1154.22,458.63,1154.22
9/12/2011,1153.5,1162.52,1136.06,1162.27,516.85,1162.27
9/13/2011,1162.58,1176.41,1157.43,1172.86,468.13,1172.86
9/14/2011,1173.31,1202.38,1162.72,1188.68,498.67,1188.68
9/15/2011,1189.43,1209.1,1189.43,1209.1,447.97,1209.1
9/16/2011,1209.2,1220.06,1204.45,1216.01,524.88,1216.01
9/19/2011,1214.98,1214.98,1188.35,1204.08,425.41,1204.08
9/20/2011,1204.5,1220.39,1201.29,1202.08,431.56,1202.08
9/21/2011,1203.63,1206.3,1166.2,1166.76,472.85,1166.76
9/22/2011,1164.55,1164.55,1114.21,1129.56,670.31,1129.56
9/23/2011,1128.81,1141.71,1121.35,1136.43,563.99,1136.43
9/26/2011,1136.91,1164.18,1131.06,1162.94,476.28,1162.94
9/27/2011,1163.31,1195.85,1163.31,1175.38,554.81,1175.38
9/28/2011,1175.39,1184.7,1150.4,1151.06,478.79,1151.06
9/29/2011,1151.73,1175.86,1139.93,1160.4,528.57,1160.4
9/30/2011,1159.93,1159.93,1131.33,1131.42,441.67,1131.42
10/3/2011,1131.2,1138.98,1098.92,1099.22,567.03,1099.22
10/4/2011,1097.42,1125.11,1074.77,1123.94,371.46,1123.94
10/5/2011,1124.03,1146.06,1115.68,1144.03,251.06,1144.03
10/6/2011,1144.1,1165.55,1134.94,1164.96,509.83,1164.96
10/7/2011,1165.03,1171.4,1150.26,1155.45,558.03,1155.45
10/10/2011,1158.15,1194.91,1158.15,1194.89,444.68,1194.89
10/11/2011,1194.59,1199.23,1187.3,1195.54,442.45,1195.54
10/12/2011,1196.18,1220.25,1196.18,1207.25,535.53,1207.25
10/13/2011,1206.95,1207.45,1190.57,1203.66,443.62,1203.66
10/14/2011,1205.65,1224.6,1205.65,1224.57,411.66,1224.57
10/17/2011,1224.46,1224.46,1198.55,1200.85,430.07,1200.85
10/18/2011,1200.75,1233.09,1191.47,1225.38,484.01,1225.38
10/19/2011,1223.45,1229.64,1206.31,1209.88,484.63,1209.88
10/20/2011,1209.92,1219.53,1197.33,1215.39,487.02,1215.39
10/21/2011,1215.39,1239.03,1215.39,1238.25,498.07,1238.25
10/24/2011,1238.71,1256.55,1238.71,1254.18,430.93,1254.18
10/25/2011,1254.18,1254.18,1226.79,1229.05,447.39,1229.05
10/26/2011,1229.17,1246.28,1221.06,1242,487.35,1242
10/27/2011,1243.96,1292.66,1243.96,1284.58,636.76,1284.58
10/28/2011,1284.39,1287.07,1277.01,1285.08,453.66,1285.08
10/31/2011,1284.95,1284.95,1253.16,1253.3,431.02,1253.3
11/1/2011,1251,1251,1215.42,1218.28,564.55,1218.28
11/2/2011,1219.61,1242.47,1219.61,1237.9,411.05,1237.9
11/3/2011,1238.25,1263.2,1234.81,1261.15,484.91,1261.15
11/4/2011,1260.81,1260.81,1238.92,1253.22,383.06,1253.22
11/7/2011,1253.2,1261.69,1240.75,1261.11,342.97,1261.11
11/8/2011,1261.11,1277.55,1254.98,1275.92,390.84,1275.92
11/9/2011,1275.18,1275.18,1226.64,1229.09,465.97,1229.09
11/10/2011,1229.58,1246.21,1227.69,1239.69,400.27,1239.69
11/11/2011,1240.11,1266.97,1240.11,1263.84,337.01,1263.84
11/14/2011,1263.84,1263.84,1246.68,1251.78,321.96,1251.78
11/15/2011,1251.69,1264.25,1244.33,1257.81,359.93,1257.81
11/16/2011,1257.81,1259.6,1235.67,1236.91,408.5,1236.91
11/17/2011,1236.56,1237.72,1209.43,1216.13,459.64,1216.13
11/18/2011,1216.18,1223.51,1211.35,1215.65,382.76,1215.65
11/21/2011,1215.61,1215.61,1183.16,1192.97,405,1192.97
11/22/2011,1192.97,1196.81,1181.65,1188.04,391.17,1188.04
11/23/2011,1187.47,1187.47,1161.79,1161.79,379.89,1161.79
11/25/2011,1161.41,1172.66,1158.66,1158.67,166.42,1158.67
11/28/2011,1158.67,1197.34,1158.67,1192.55,392.07,1192.55
11/29/2011,1192.56,1203.67,1191.8,1195.18,399.26,1195.18
11/30/2011,1196.71,1247.1,1196.71,1246.95,580.19,1246.95
12/1/2011,1246.91,1251.08,1239.72,1244.57,381.86,1244.57
12/2/2011,1246.03,1260.07,1243.34,1244.28,414.43,1244.28
12/5/2011,1244.32,1266.72,1244.32,1257.07,414.8,1257.07
12/6/2011,1257.18,1266.03,1253.03,1258.46,373.42,1258.46
12/7/2011,1258.14,1267.06,1244.8,1261.01,416.05,1261.01
12/8/2011,1260.86,1260.86,1231.46,1234.34,429.83,1234.34
12/9/2011,1234.47,1258.25,1234.47,1255.18,383.06,1255.18
12/12/2011,1255.05,1255.05,1227.25,1236.46,360.05,1236.46
12/13/2011,1236.82,1249.85,1219.43,1225.72,412.15,1225.72
12/14/2011,1225.72,1225.72,1209.46,1211.81,429.82,1211.81
12/15/2011,1212.11,1225.59,1212.11,1215.75,381.03,1215.75
12/16/2011,1216.08,1231.04,1215.19,1219.66,534.58,1219.66
12/19/2011,1219.73,1224.56,1202.36,1205.34,365.98,1205.34
12/20/2011,1205.71,1242.81,1205.71,1241.3,405.55,1241.3
12/21/2011,1241.25,1245.08,1229.51,1243.71,295.9,1243.71
12/22/2011,1243.71,1255.21,1243.71,1254,349.22,1254
12/23/2011,1254,1265.42,1254,1265.32,223.38,1265.32
12/27/2011,1265.02,1269.36,1262.3,1265.43,213.05,1265.43
12/28/2011,1265.38,1265.84,1248.64,1249.64,234.99,1249.64
12/29/2011,1249.75,1263.54,1249.75,1263.02,227.81,1263.02
12/30/2011,1262.81,1264.11,1257.45,1257.59,227.18,1257.59
1/3/2012,1258.85,1284.61,1258.85,1277.06,394.37,1277.06
1/4/2012,1277.03,1278.72,1268.09,1277.3,359.25,1277.3
1/5/2012,1277.3,1283.05,1265.26,1281.06,431.59,1281.06
1/6/2012,1280.93,1281.83,1273.33,1277.81,365.68,1277.81
1/9/2012,1277.82,1281.98,1274.55,1280.69,337.16,1280.69
1/10/2012,1280.77,1296.45,1280.77,1292.07,422.19,1292.07
1/11/2012,1292.02,1293.8,1285.41,1292.47,396.81,1292.47
1/12/2012,1292.47,1296.81,1285.77,1295.5,401.98,1295.5
1/13/2012,1294.81,1294.81,1277.57,1289.08,369.23,1289.08
1/17/2012,1290.21,1303,1290.21,1293.67,401.04,1293.67
1/18/2012,1293.65,1308.1,1290.98,1308.04,409.61,1308.04
1/19/2012,1308.06,1315.48,1308.06,1314.5,446.58,1314.5
1/20/2012,1314.48,1315.38,1309.17,1315.38,391.26,1315.38
1/23/2012,1315.29,1322.28,1309.89,1316,377.09,1316
1/24/2012,1315.95,1315.95,1306.06,1314.65,369.35,1314.65
1/25/2012,1314.4,1328.3,1307.65,1326.06,441.09,1326.06
1/26/2012,1326.28,1333.46,1313.59,1318.43,452.2,1318.43
1/27/2012,1318.25,1320.06,1311.71,1316.32,400.73,1316.32
1/30/2012,1316.16,1316.16,1300.48,1313.01,365.9,1313.01
1/31/2012,1313.53,1321.41,1306.68,1312.41,423.55,1312.41
2/1/2012,1312.44,1330.52,1312.44,1324.08,450.43,1324.08
2/2/2012,1324.23,1329.18,1321.56,1325.54,412.09,1325.54
2/3/2012,1326.2,1345.33,1326.2,1344.9,460.85,1344.9
2/6/2012,1344.31,1344.35,1337.52,1344.32,337.97,1344.32
2/7/2012,1344.32,1349.23,1335.92,1347.05,374.24,1347.05
2/8/2012,1347.04,1351,1341.94,1349.95,409.67,1349.95
2/9/2012,1349.96,1354.31,1344.63,1351.94,420.98,1351.94
2/10/2012,1351.2,1351.2,1337.34,1342.64,387.75,1342.64
2/13/2012,1343.06,1353.34,1343.06,1351.77,361.8,1351.77
2/14/2012,1351.3,1351.3,1340.82,1350.5,388.95,1350.5
2/15/2012,1350.52,1355.86,1340.8,1343.22,408.03,1343.22
2/16/2012,1342.6,1359.02,1341.21,1358.04,410.88,1358.04
2/17/2012,1358.06,1363.4,1357.23,1361.22,371.76,1361.22
2/21/2012,1361.21,1367.76,1358.1,1362.2,379.52,1362.2
2/22/2012,1362.1,1362.69,1355.53,1357.66,363.37,1357.66
2/23/2012,1357.53,1364.23,1352.28,1363.45,378.64,1363.45
2/24/2012,1363.45,1368.92,1363.45,1365.73,350.53,1365.73
2/27/2012,1365.19,1371.93,1354.92,1367.58,364.88,1367.58
2/28/2012,1367.56,1373.08,1365.96,1372.18,357.91,1372.18
2/29/2012,1372.19,1378.04,1363.81,1365.68,448.23,1365.68
3/1/2012,1365.9,1376.17,1365.9,1374.08,391.92,1374.08
3/2/2012,1374.08,1374.53,1366.42,1369.63,328.34,1369.63
3/5/2012,1369.58,1369.58,1359.13,1364.32,342.94,1364.32
3/6/2012,1363.63,1363.63,1340.03,1343.35,419.1,1343.35
3/7/2012,1343.39,1354.84,1343.39,1352.63,358.03,1352.63
3/8/2012,1352.65,1368.71,1352.65,1365.91,354.3,1365.91
3/9/2012,1365.96,1374.76,1365.96,1370.86,363.94,1370.86
3/12/2012,1370.78,1373.04,1366.68,1371.08,308.18,1371.08
3/13/2012,1371.92,1396.13,1371.92,1395.94,438.64,1395.94
3/14/2012,1395.94,1399.42,1389.96,1394.28,450.22,1394.28
3/15/2012,1394.17,1402.63,1392.78,1402.59,427.16,1402.59
3/16/2012,1402.55,1405.88,1401.46,1404.17,516.39,1404.17
3/19/2012,1404.17,1414,1402.43,1409.75,393.25,1409.75
3/20/2012,1409.58,1409.58,1397.68,1405.52,369.52,1405.52
3/21/2012,1405.52,1407.75,1400.64,1402.89,357.35,1402.89
3/22/2012,1402.89,1402.89,1388.72,1392.78,374.05,1392.78
3/23/2012,1392.78,1399.18,1386.86,1397.1,347.29,1397.1
3/26/2012,1397.1,1416.57,1397.1,1416.51,357.69,1416.51
3/27/2012,1416.55,1419.15,1411.94,1412.52,351.36,1412.52
3/28/2012,1412.52,1413.65,1397.19,1405.54,389.28,1405.54
3/29/2012,1405.39,1405.39,1391.56,1403.28,383.2,1403.28
3/30/2012,1403.31,1410.89,1401.42,1408.46,367.68,1408.46
4/2/2012,1408.46,1422.38,1404.45,1419.04,357.2,1419.04
4/3/2012,1418.97,1419,1404.61,1413.38,382.2,1413.38
4/4/2012,1413.08,1413.08,1394.08,1398.95,393.82,1398.95
4/5/2012,1398.79,1401.59,1392.92,1398.07,330.37,1398.07
4/9/2012,1397.44,1397.44,1378.23,1382.19,346.89,1382.19
4/10/2012,1382.18,1383.01,1357.38,1358.58,463.17,1358.58
4/11/2012,1358.97,1374.7,1358.97,1368.7,374.3,1368.7
4/12/2012,1368.77,1388.13,1368.77,1387.56,361.82,1387.56
4/13/2012,1387.6,1387.6,1369.84,1370.26,363.11,1370.26
4/16/2012,1370.27,1379.66,1365.38,1369.56,357.47,1369.56
4/17/2012,1369.56,1392.76,1369.56,1390.78,345.62,1390.78
4/18/2012,1390.78,1390.78,1383.29,1385.14,346.31,1385.14
4/19/2012,1385.07,1390.45,1370.3,1376.92,418,1376.92
4/20/2012,1376.95,1387.4,1376.95,1378.53,383.33,1378.53
4/23/2012,1378.53,1378.53,1358.79,1366.93,365.48,1366.93
4/24/2012,1366.96,1375.56,1366.81,1371.96,361.71,1371.96
4/25/2012,1372.1,1391.36,1372.1,1390.68,399.84,1390.68
4/26/2012,1390.64,1402.08,1387.28,1399.97,403.47,1399.97
4/27/2012,1400.18,1406.64,1397.31,1403.35,364.58,1403.35
4/30/2012,1403.26,1403.26,1394,1397.91,357.4,1397.91
5/1/2012,1397.85,1415.31,1395.72,1405.81,380.79,1405.81
5/2/2012,1405.5,1405.5,1393.92,1402.31,380.38,1402.31
5/3/2012,1402.31,1403.06,1388.7,1391.56,400.49,1391.56
5/4/2012,1391.51,1391.51,1367.95,1369.09,397.51,1369.09
5/7/2012,1368.79,1373.91,1363.93,1369.57,355.93,1369.57
5/8/2012,1369.16,1369.16,1347.75,1363.71,426.16,1363.71
5/9/2012,1363.19,1363.72,1343.13,1354.57,428.85,1354.57
5/10/2012,1354.57,1365.88,1354.57,1357.98,372.79,1357.98
5/11/2012,1358.1,1365.66,1348.89,1353.39,386.9,1353.39
5/14/2012,1351.93,1351.93,1336.6,1338.34,368.81,1338.34
5/15/2012,1338.35,1344.93,1328.41,1330.66,411.4,1330.66
5/16/2012,1330.78,1341.78,1324.79,1324.8,428.04,1324.8
5/17/2012,1324.81,1326.35,1304.85,1304.85,466.42,1304.85
5/18/2012,1305.05,1312.23,1291.97,1295.21,451.24,1295.21
5/21/2012,1295.72,1316.39,1295.72,1315.98,378.67,1315.98
5/22/2012,1316.08,1328.48,1310.04,1316.63,412.36,1316.63
5/23/2012,1316.02,1320.7,1296.53,1318.85,410.83,1318.85
5/24/2012,1318.71,1324.14,1310.5,1320.68,393.76,1320.68
5/25/2012,1320.81,1324.19,1314.22,1317.81,287.26,1317.81
5/29/2012,1318.9,1334.93,1318.9,1332.42,344.16,1332.42
5/30/2012,1331.25,1331.25,1310.76,1313.31,353.42,1313.31
5/31/2012,1313.08,1319.73,1298.9,1310.32,455.76,1310.32
6/1/2012,1309.86,1309.86,1277.25,1278.04,466.93,1278.04
6/4/2012,1278.29,1282.55,1266.73,1278.18,401.19,1278.18
6/5/2012,1277.81,1287.61,1274.16,1285.5,340.32,1285.5
6/6/2012,1285.6,1315.13,1285.6,1315.13,426.83,1315.13
6/7/2012,1316.15,1329.05,1312.68,1314.98,425.81,1314.98
6/8/2012,1314.98,1325.81,1307.77,1325.66,349.71,1325.66
6/11/2012,1325.71,1335.52,1307.72,1308.93,353.75,1308.93
6/12/2012,1309.4,1324.31,1306.61,1324.18,344.29,1324.18
6/13/2012,1324.02,1327.28,1310.51,1314.88,350.65,1314.88
6/14/2012,1314.88,1333.68,1314.14,1329.09,368.77,1329.09
6/15/2012,1329.18,1343.31,1329.18,1342.83,440.15,1342.83
6/18/2012,1342.42,1348.21,1334.45,1344.78,325.94,1344.78
6/19/2012,1344.82,1363.45,1344.82,1357.97,381.53,1357.97
6/20/2012,1358.04,1361.56,1346.44,1355.68,369.57,1355.68
6/21/2012,1355.43,1358.27,1324.41,1325.51,409.44,1325.51
6/22/2012,1325.92,1337.81,1325.92,1335.02,527.14,1335.02
6/25/2012,1334.9,1334.9,1309.27,1313.71,350.18,1313.71
6/26/2012,1314.08,1324.23,1310.3,1319.98,341.29,1319.98
6/27/2012,1320.7,1334.4,1320.7,1331.84,328.69,1331.84
6/28/2012,1331.52,1331.52,1313.29,1329.04,396.93,1329.04
6/29/2012,1330.11,1362.17,1330.11,1362.16,459.04,1362.16
7/2/2012,1362.32,1366.34,1355.69,1365.51,330.16,1365.51
7/3/2012,1365.75,1374.81,1363.53,1374.02,211.63,1374.02
7/5/2012,1373.71,1373.84,1363.02,1367.57,304.15,1367.57
7/6/2012,1367.08,1367.08,1348.03,1354.68,274.51,1354.68
7/9/2012,1354.66,1354.86,1346.65,1352.45,290.48,1352.45
7/10/2012,1352.95,1361.54,1336.27,1341.46,347.06,1341.46
7/11/2012,1341.4,1345,1333.25,1341.44,342.62,1341.44
7/12/2012,1341.29,1341.29,1325.41,1334.76,365.44,1334.76
7/13/2012,1334.81,1357.69,1334.81,1356.78,321.29,1356.78
7/16/2012,1356.5,1357.26,1348.51,1353.64,286.27,1353.64
7/17/2012,1353.68,1365.35,1345.06,1363.67,356.66,1363.67
7/18/2012,1363.57,1375.26,1358.95,1372.78,364.26,1372.78
7/19/2012,1373.01,1380.39,1371.2,1376.51,404.33,1376.51
7/20/2012,1376.51,1376.51,1362.18,1362.66,392.5,1362.66
7/23/2012,1362.33,1362.33,1337.56,1350.52,371.71,1350.52
7/24/2012,1350.52,1351.53,1329.23,1338.31,389.12,1338.31
7/25/2012,1338.34,1343.97,1331.5,1337.89,371.91,1337.89
7/26/2012,1338.17,1363.13,1338.17,1360.02,442.93,1360.02
7/27/2012,1360.05,1389.18,1360.05,1385.96,439.9,1385.96
7/30/2012,1385.93,1391.73,1381.36,1385.3,321.2,1385.3
7/31/2012,1385.27,1387.16,1379.17,1379.31,382.15,1379.31
8/1/2012,1379.31,1385.03,1373.34,1375.31,444.09,1375.31
8/2/2012,1375.13,1375.13,1354.65,1365,419.37,1365
8/3/2012,1365.44,1394.16,1365.44,1390.98,375.11,1390.98
8/6/2012,1391.04,1399.63,1391.04,1394.22,312.2,1394.22
8/7/2012,1394.45,1407.14,1394.45,1401.34,368.24,1401.34
8/8/2012,1401.22,1404.14,1396.13,1402.21,322.17,1402.21
8/9/2012,1402.26,1405.94,1398.8,1402.8,311.96,1402.8
8/10/2012,1402.57,1405.97,1395.61,1405.86,276.79,1405.86
8/13/2012,1405.86,1405.86,1397.31,1404.1,249.99,1404.1
8/14/2012,1404.35,1410.03,1400.59,1403.93,293.09,1403.93
8/15/2012,1403.89,1407.72,1401.82,1405.53,265.57,1405.53
8/16/2012,1405.56,1417.43,1404.15,1415.51,311.41,1415.51
8/17/2012,1415.83,1418.7,1414.67,1418.16,292.29,1418.16
8/20/2012,1417.84,1418.13,1412.11,1418.13,276.63,1418.13
8/21/2012,1418.13,1426.68,1410.85,1413.17,328.29,1413.17
8/22/2012,1413.08,1416.11,1406.78,1413.48,306.26,1413.48
8/23/2012,1413.48,1413.48,1400.5,1402.07,300.82,1402.07
8/24/2012,1401.98,1413.45,1398.04,1411.13,259.87,1411.13
8/27/2012,1411.13,1416.17,1409.1,1410.43,247.25,1410.43
8/28/2012,1410.43,1413.63,1405.58,1409.3,262.9,1409.3
8/29/2012,1409.31,1413.94,1406.56,1410.48,257.12,1410.48
8/30/2012,1410.07,1410.07,1397.01,1399.47,253.02,1399.47
8/31/2012,1400.06,1413.08,1398.95,1406.57,293.82,1406.57
9/4/2012,1406.54,1409.31,1396.56,1404.93,320.03,1404.93
9/5/2012,1404.93,1408.81,1401.25,1403.43,338.91,1403.43
9/6/2012,1403.73,1432.11,1403.73,1432.11,395.28,1432.11
9/7/2012,1432.11,1437.92,1431.44,1437.92,371.76,1437.92
9/10/2012,1437.92,1438.73,1428.97,1429.07,322.36,1429.07
9/11/2012,1429.13,1437.76,1429.13,1433.56,350.96,1433.56
9/12/2012,1433.56,1439.15,1432.98,1436.56,364.12,1436.56
9/13/2012,1436.56,1463.76,1435.33,1459.98,460.65,1459.98
9/14/2012,1460.06,1474.51,1460.06,1465.77,504.19,1465.77
9/17/2012,1465.42,1465.63,1457.55,1461.18,348.24,1461.18
9/18/2012,1461.18,1461.46,1456.13,1459.31,337.73,1459.31
9/19/2012,1459.5,1465.15,1457.88,1461.05,345.13,1461.05
9/20/2012,1461.05,1461.22,1449.97,1460.26,338.25,1460.26
9/21/2012,1460.33,1467.06,1459.51,1460.15,483.38,1460.15
9/24/2012,1459.76,1460.71,1452.06,1456.89,300.89,1456.89
9/25/2012,1456.93,1463.23,1441.58,1441.58,373.99,1441.58
9/26/2012,1441.59,1441.59,1430.53,1433.31,356.53,1433.31
9/27/2012,1433.35,1450.19,1433.35,1447.15,315.03,1447.15
9/28/2012,1447.13,1447.13,1435.59,1440.67,350.92,1440.67
10/1/2012,1440.9,1457.14,1440.9,1444.48,350.5,1444.48
10/2/2012,1444.98,1451.52,1439.01,1445.75,332.17,1445.75
10/3/2012,1446.05,1454.3,1441.98,1450.98,353.16,1450.98
10/4/2012,1451.07,1463.14,1451.07,1461.4,361.58,1461.4
10/5/2012,1461.4,1470.95,1456.89,1460.93,317.29,1460.93
10/8/2012,1460.93,1460.93,1453.09,1455.88,232.87,1455.88
10/9/2012,1455.9,1455.9,1441.18,1441.47,321.63,1441.47
10/10/2012,1441.47,1442.52,1430.64,1432.56,322.5,1432.56
10/11/2012,1432.81,1443.9,1432.81,1432.83,367.25,1432.83
10/12/2012,1432.83,1438.43,1425.53,1428.58,313.47,1428.58
10/15/2012,1428.75,1441.31,1427.23,1440.13,348.38,1440.13
10/16/2012,1440.31,1455.51,1440.31,1454.92,356.87,1454.92
10/17/2012,1454.21,1462.19,1453.34,1460.91,365.53,1460.91
10/18/2012,1460.93,1464.02,1452.63,1457.33,388,1457.33
10/19/2012,1457.33,1457.33,1429.84,1433.18,387.51,1433.18
10/22/2012,1433.2,1435.45,1422.06,1433.81,321.62,1433.81
10/23/2012,1433.73,1433.73,1407.56,1413.1,358.76,1413.1
10/24/2012,1413.19,1420.04,1407.09,1408.75,338.59,1408.75
10/25/2012,1409.73,1421.11,1405.14,1412.96,351.26,1412.96
10/26/2012,1412.96,1417.08,1403.28,1411.93,328.49,1411.93
10/31/2012,1410.98,1418.76,1405.94,1412.16,357.71,1412.16
11/1/2012,1412.19,1428.34,1412.19,1427.58,392.98,1427.58
11/2/2012,1427.58,1434.27,1412.91,1414.19,373.24,1414.19
11/5/2012,1414.02,1419.9,1408.13,1417.26,292.1,1417.26
11/6/2012,1417.26,1433.38,1417.26,1428.39,330.69,1428.39
11/7/2012,1428.27,1428.27,1388.14,1394.53,435.64,1394.53
11/8/2012,1394.53,1401.22,1377.51,1377.51,377.95,1377.51
11/9/2012,1377.55,1391.39,1373.03,1379.84,364.73,1379.84
11/12/2012,1379.85,1384.86,1377.18,1380.03,256.75,1380.03
11/13/2012,1380.03,1388.81,1371.39,1374.53,345.55,1374.53
11/14/2012,1374.64,1380.13,1352.5,1355.48,410.95,1355.48
11/15/2012,1355.41,1360.61,1348.05,1353.32,392.88,1353.32
11/16/2012,1353.35,1362.03,1343.34,1359.88,404.59,1359.88
11/19/2012,1359.88,1386.89,1359.88,1386.89,337.48,1386.89
11/20/2012,1386.81,1389.77,1377.04,1387.81,320.71,1387.81
11/21/2012,1387.79,1391.25,1386.39,1391.03,266.7,1391.03
11/23/2012,1391.03,1409.16,1391.03,1409.15,150.49,1409.15
11/26/2012,1409.15,1409.15,1397.68,1406.29,294.89,1406.29
11/27/2012,1406.29,1409.01,1398.03,1398.93,332.31,1398.93
11/28/2012,1398.77,1410.31,1385.43,1409.93,335.92,1409.93
11/29/2012,1409.95,1419.69,1409.04,1415.94,335.68,1415.94
11/30/2012,1415.94,1418.85,1411.63,1416.18,396.6,1416.18
12/3/2012,1416.33,1423.72,1408.45,1409.45,307.42,1409.45
12/4/2012,1409.45,1413.14,1403.65,1407.05,324.77,1407.05
12/5/2012,1407.05,1415.56,1398.22,1409.28,425.39,1409.28
12/6/2012,1409.43,1413.94,1405.93,1413.93,322.97,1413.93
12/7/2012,1413.94,1420.33,1410.9,1418.06,312.51,1418.06
12/10/2012,1418.06,1421.64,1415.64,1418.55,299.94,1418.55
12/11/2012,1418.55,1434.27,1418.55,1427.83,365.02,1427.83
12/12/2012,1427.83,1438.58,1426.76,1428.47,370.9,1428.47
12/13/2012,1428.47,1431.35,1416,1419.44,334.99,1419.44
12/14/2012,1419.44,1419.44,1411.88,1413.57,321.01,1413.57
12/17/2012,1413.54,1430.67,1413.54,1430.35,345.56,1430.35
12/18/2012,1430.46,1448,1430.46,1446.79,430.22,1446.79
12/19/2012,1446.79,1447.75,1435.8,1435.81,386.98,1435.81
12/20/2012,1435.81,1443.69,1432.81,1443.68,368.65,1443.68
12/21/2012,1443.67,1443.67,1422.57,1430.15,522.91,1430.15
12/24/2012,1430.15,1430.15,1424.66,1426.66,124.89,1426.66
12/26/2012,1426.66,1429.42,1416.43,1419.82,228.5,1419.82
12/27/2012,1419.82,1422.8,1401.8,1418.09,283.01,1418.09
12/28/2012,1418.09,1418.09,1401.57,1402.43,242.66,1402.43
12/31/2012,1402.43,1426.73,1398.1,1426.18,320.43,1426.18
1/2/2013,1426.18,1462.43,1426.18,1462.42,420.26,1462.42
1/3/2013,1462.42,1465.46,1455.53,1459.36,382.97,1459.36
1/4/2013,1459.36,1467.93,1458.98,1466.46,342.42,1466.46
1/7/2013,1466.46,1466.46,1456.61,1461.89,330.49,1461.89
1/8/2013,1461.89,1461.89,1451.64,1457.15,360.16,1457.15
1/9/2013,1457.15,1464.72,1457.15,1461.02,367.43,1461.02
1/10/2013,1461.02,1472.3,1461.02,1472.11,408.18,1472.11
1/11/2013,1472.11,1472.75,1467.57,1472.05,334.06,1472.05
1/14/2013,1472.05,1472.05,1465.68,1470.68,300.3,1470.68
1/15/2013,1470.67,1473.31,1463.76,1472.33,313.53,1472.33
1/16/2013,1472.32,1473.95,1467.59,1472.63,338.4,1472.63
1/17/2013,1472.63,1485.16,1472.63,1480.93,370.67,1480.93
1/18/2013,1480.94,1485.97,1475.81,1485.97,379.57,1485.97
1/22/2013,1485.97,1492.56,1481.16,1492.56,357.09,1492.56
1/23/2013,1492.56,1496.13,1489.9,1494.81,355.2,1494.81
1/24/2013,1494.81,1502.27,1489.45,1494.81,369.94,1494.81
1/25/2013,1494.81,1503.26,1494.81,1502.95,347.62,1502.95
1/28/2013,1502.95,1503.22,1496.32,1500.18,338.85,1500.18
1/29/2013,1500.18,1509.34,1498.08,1507.83,394.96,1507.83
1/30/2013,1507.83,1509.93,1500.1,1501.95,372.68,1501.95
